0,0
0,0.000125
0,0.00025001
0,0.00037501
0,0.00050001
0,0.00062502
0,0.00075002
0,0.00087502
0,0.001
-0.0078125,0.001125
0,0.00125
-0.0078125,0.001375
0,0.0015
-0.0078125,0.001625
0,0.00175
-0.0078125,0.001875
0,0.0020001
0,0.0021251
-0.0078125,0.0022501
0,0.0023751
-0.0078125,0.0025001
0,0.0026251
-0.0078125,0.0027501
0,0.0028751
-0.015625,0.0030001
-0.0625,0.0031251
-0.070312,0.0032501
-0.0625,0.0033751
-0.070312,0.0035001
-0.078125,0.0036251
-0.078125,0.0037501
-0.070312,0.0038751
-0.078125,0.0040001
-0.078125,0.0041251
-0.070312,0.0042501
-0.078125,0.0043751
-0.078125,0.0045001
-0.078125,0.0046251
-0.078125,0.0047501
-0.078125,0.0048751
-0.078125,0.0050001
-0.078125,0.0051251
-0.078125,0.0052501
-0.078125,0.0053751
-0.078125,0.0055001
-0.085938,0.0056251
-0.085938,0.0057501
-0.085938,0.0058751
-0.078125,0.0060002
-0.085938,0.0061252
-0.085938,0.0062502
-0.085938,0.0063752
-0.085938,0.0065002
-0.085938,0.0066252
-0.085938,0.0067502
-0.085938,0.0068752
-0.078125,0.0070002
-0.078125,0.0071252
-0.078125,0.0072502
-0.078125,0.0073752
-0.078125,0.0075002
-0.070312,0.0076252
-0.070312,0.0077502
-0.070312,0.0078752
-0.070312,0.0080002
-0.0625,0.0081252
-0.0625,0.0082502
-0.0625,0.0083752
-0.0625,0.0085002
-0.0625,0.0086252
-0.0625,0.0087502
-0.054688,0.0088752
-0.0625,0.0090002
-0.0625,0.0091252
-0.0625,0.0092502
-0.070312,0.0093752
-0.070312,0.0095002
-0.0625,0.0096252
-0.070312,0.0097502
-0.070312,0.0098752
-0.070312,0.01
-0.070312,0.010125
-0.070312,0.01025
-0.070312,0.010375
-0.070312,0.0105
-0.070312,0.010625
-0.070312,0.01075
-0.0625,0.010875
-0.0625,0.011
-0.0625,0.011125
-0.0625,0.01125
-0.070312,0.011375
-0.070312,0.0115
-0.070312,0.011625
-0.070312,0.01175
-0.070312,0.011875
-0.070312,0.012
-0.070312,0.012125
-0.070312,0.01225
-0.070312,0.012375
-0.070312,0.0125
-0.070312,0.012625
-0.070312,0.01275
-0.070312,0.012875
-0.0625,0.013
-0.0625,0.013125
-0.0625,0.01325
-0.0625,0.013375
-0.070312,0.0135
-0.0625,0.013625
-0.0625,0.01375
-0.0625,0.013875
-0.0625,0.014
-0.0625,0.014125
-0.0625,0.01425
-0.0625,0.014375
-0.0625,0.0145
-0.0625,0.014625
-0.0625,0.01475
-0.0625,0.014875
-0.0625,0.015
-0.070312,0.015125
-0.070312,0.01525
-0.070312,0.015375
-0.078125,0.0155
-0.078125,0.015625
-0.078125,0.01575
-0.078125,0.015875
-0.070312,0.016
-0.070312,0.016125
-0.070312,0.01625
-0.070312,0.016375
-0.078125,0.0165
-0.078125,0.016625
-0.070312,0.01675
-0.070312,0.016875
-0.070312,0.017
-0.070312,0.017125
-0.0625,0.01725
-0.054688,0.017375
-0.054688,0.0175
-0.054688,0.017625
-0.046875,0.01775
-0.039062,0.017875
-0.039062,0.018
-0.03125,0.018125
-0.023438,0.01825
-0.023438,0.018375
-0.023438,0.0185
-0.023438,0.018625
-0.015625,0.01875
-0.015625,0.018875
-0.015625,0.019
-0.0078125,0.019125
-0.015625,0.01925
-0.0078125,0.019375
-0.015625,0.0195
-0.015625,0.019625
-0.015625,0.01975
-0.015625,0.019875
-0.015625,0.020001
-0.015625,0.020126
-0.015625,0.020251
-0.015625,0.020376
-0.015625,0.020501
-0.023438,0.020626
-0.023438,0.020751
-0.023438,0.020876
-0.023438,0.021001
-0.023438,0.021126
-0.023438,0.021251
-0.015625,0.021376
-0.015625,0.021501
-0.015625,0.021626
-0.015625,0.021751
-0.015625,0.021876
-0.0078125,0.022001
-0.0078125,0.022126
-0.0078125,0.022251
-0.0078125,0.022376
-0.015625,0.022501
-0.015625,0.022626
-0.015625,0.022751
-0.0078125,0.022876
-0.0078125,0.023001
-0.0078125,0.023126
-0.0078125,0.023251
-0.0078125,0.023376
-0.0078125,0.023501
-0.0078125,0.023626
0,0.023751
0,0.023876
0,0.024001
0,0.024126
0,0.024251
-0.0078125,0.024376
-0.0078125,0.024501
0,0.024626
-0.0078125,0.024751
-0.0078125,0.024876
-0.0078125,0.025001
-0.015625,0.025126
-0.015625,0.025251
-0.023438,0.025376
-0.03125,0.025501
-0.03125,0.025626
-0.03125,0.025751
-0.03125,0.025876
-0.039062,0.026001
-0.039062,0.026126
-0.039062,0.026251
-0.039062,0.026376
-0.039062,0.026501
-0.046875,0.026626
-0.054688,0.026751
-0.046875,0.026876
-0.054688,0.027001
-0.054688,0.027126
-0.054688,0.027251
-0.0625,0.027376
-0.0625,0.027501
-0.0625,0.027626
-0.0625,0.027751
-0.0625,0.027876
-0.0625,0.028001
-0.0625,0.028126
-0.054688,0.028251
-0.0625,0.028376
-0.0625,0.028501
-0.0625,0.028626
-0.0625,0.028751
-0.0625,0.028876
-0.0625,0.029001
-0.0625,0.029126
-0.0625,0.029251
-0.070312,0.029376
-0.070312,0.029501
-0.070312,0.029626
-0.070312,0.029751
-0.0625,0.029876
-0.0625,0.030001
-0.070312,0.030126
-0.078125,0.030251
-0.070312,0.030376
-0.070312,0.030501
-0.070312,0.030626
-0.070312,0.030751
-0.070312,0.030876
-0.0625,0.031001
-0.070312,0.031126
-0.0625,0.031251
-0.0625,0.031376
-0.054688,0.031501
-0.054688,0.031626
-0.046875,0.031751
-0.039062,0.031876
-0.039062,0.032001
-0.039062,0.032126
-0.039062,0.032251
-0.03125,0.032376
-0.023438,0.032501
-0.023438,0.032626
-0.023438,0.032751
-0.015625,0.032876
-0.015625,0.033001
-0.023438,0.033126
-0.023438,0.033251
-0.015625,0.033376
-0.0078125,0.033501
-0.0078125,0.033626
-0.0078125,0.033751
-0.0078125,0.033876
-0.0078125,0.034001
-0.0078125,0.034126
-0.015625,0.034251
-0.0078125,0.034376
-0.015625,0.034501
-0.015625,0.034626
-0.0078125,0.034751
0,0.034876
0,0.035001
0.0078125,0.035126
0.0078125,0.035251
0.0078125,0.035376
0.0078125,0.035501
0.0078125,0.035626
0.0078125,0.035751
0.0078125,0.035876
0.015625,0.036001
0.015625,0.036126
0.015625,0.036251
0.015625,0.036376
0.023438,0.036501
0.023438,0.036626
0.023438,0.036751
0.023438,0.036876
0.03125,0.037001
0.023438,0.037126
0.03125,0.037251
0.023438,0.037376
0.023438,0.037501
0.03125,0.037626
0.03125,0.037751
0.03125,0.037876
0.023438,0.038001
0.023438,0.038126
0.023438,0.038251
0.015625,0.038376
0.0078125,0.038501
0.0078125,0.038626
0.0078125,0.038751
0.0078125,0.038876
0.0078125,0.039001
0.0078125,0.039126
0.0078125,0.039251
0.0078125,0.039376
0,0.039501
0,0.039626
0,0.039751
-0.0078125,0.039876
-0.015625,0.040001
-0.015625,0.040126
-0.015625,0.040251
-0.015625,0.040376
-0.015625,0.040501
-0.015625,0.040626
-0.023438,0.040751
-0.015625,0.040876
-0.023438,0.041001
